dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,ct_srv_src,ct_state_ttl,proto,service,state,label
1.274702777487154,0.0,0.0,0.04404145077720207,0.0,-0.013165088417667708,0.0,0.0,-0.02800230148217848,-0.043947409543596695,-0.5,0.0,109,5,1,1
1.6635525214139795,3.857142857142857,1.2857142857142858,41.038860103626945,1.0718870346598204,-0.004769683564753225,-0.8609865470852018,0.0,0.17279364764674537,0.03807223313225681,-0.5,0.0,109,9,1,1
-0.41757908988948617,-0.5714285714285714,-0.5714285714285714,-0.49352331606217614,-0.22721437740693196,27.71067620876449,0.0,-1.1300448430493273,32.640536831289346,-0.06391741967644524,-0.16666666666666666,2.5,109,0,3,0
-0.4175801181409522,-0.5714285714285714,-0.5714285714285714,-0.47797927461139894,-0.22721437740693196,31.176479739277372,0.0,-1.1300448430493273,46.526063125322025,-0.06391741967644524,3.3333333333333335,0.5,115,2,2,1
0.8466468334096382,0.0,0.0,-0.18652849740932642,0.0,-0.012292354242398815,0.0,0.0,-0.028589899616761737,-0.03718578826577947,0.16666666666666666,0.0,109,0,1,1
-0.03965246128697498,0.0,0.0,0.0038860103626943004,0.6456996148908858,-0.004201042115316293,-0.8609865470852018,0.0,-0.01754729464234199,0.2793404167061816,0.0,0.0,109,5,1,0
0.612496494305158,0.5714285714285714,3.7142857142857144,0.1878238341968912,43.72721437740693,0.0034375575757931583,-0.8609865470852018,0.0,-0.024251711391793163,7.0628367473992775,-0.3333333333333333,0.0,109,5,1,1
0.46591616305908934,0.0,0.0,0.19300518134715025,0.0,-0.010805508592301295,0.0,0.0,-0.023418662770369265,-0.025666262994539432,1.3333333333333333,0.0,109,0,1,0
-0.41757908988948617,-0.5714285714285714,-0.5714285714285714,-0.47797927461139894,-0.22721437740693196,27.71067620876449,0.0,-1.1300448430493273,41.35302173961945,-0.06391741967644524,2.3333333333333335,0.5,115,2,2,1
-0.41757703338655394,-0.5714285714285714,-0.5714285714285714,0.6191709844559585,-0.22721437740693196,22.669509764616308,0.0,-1.1300448430493273,536.974718237968,-0.06391741967644524,0.16666666666666666,0.5,115,0,2,0
0.048110857847062476,0.0,0.2857142857142857,-0.2189119170984456,4.866495507060334,-0.004172223745886381,-0.8609865470852018,0.0,-0.024609715165416043,1.6391002554683451,3.8333333333333335,0.0,109,2,1,1
-0.41757703338655394,-0.5714285714285714,-0.5714285714285714,-0.47797927461139894,-0.22721437740693196,22.669509764616308,0.0,-1.1300448430493273,33.828602064102725,-0.06391741967644524,0.6666666666666666,0.5,115,2,2,1
-0.41757600513508786,-0.5714285714285714,-0.5714285714285714,-0.47797927461139894,-0.22721437740693196,20.779071490898467,0.0,-1.1300448430493273,31.00694550257962,-0.06391741967644524,1.6666666666666667,0.5,115,2,2,1
0.978747327510174,0.0,0.0,-0.22927461139896374,0.0,-0.012618769869285366,0.0,0.0,-0.0291292180680167,-0.03971473676306034,-0.3333333333333333,0.0,109,0,1,0
0.4086415281461989,0.0,0.0,-0.20595854922279794,0.0,-0.010463263785971023,0.0,0.0,-0.027378210568055884,-0.023014677450896383,0.0,0.0,109,0,1,0
6.060206693968457,-0.42857142857142855,-0.5714285714285714,-0.43523316062176165,-0.22721437740693196,-0.015623821829798048,0.0,-1.1300448430493273,-0.03114971670195804,-0.06391741967644524,5.5,2.5,109,0,3,0
-0.41758320289535056,-0.5714285714285714,-0.5714285714285714,-0.47797927461139894,-0.22721437740693196,49.89181432733918,0.0,-1.1300448430493273,74.46047484625835,-0.06391741967644524,0.3333333333333333,0.5,115,2,2,1
0.639971373479184,5.571428571428571,1.5714285714285714,60.28626943005181,1.128369704749679,0.012644159839175958,-0.8609865470852018,0.0,0.5587201548545492,0.1465779386391902,-0.5,0.0,109,9,1,1
0.5948897444512338,0.0,-0.14285714285714285,-0.20595854922279794,-0.055198973042362,-0.011941273053792762,0.0,0.0,-0.028097748123200754,-0.03979871273773753,-0.16666666666666666,0.0,109,0,1,1
-0.12305599420477478,0.0,0.0,-0.03367875647668394,0.5840821566110398,-0.0009327727152471364,-0.8609865470852018,0.0,-0.014864862698758629,0.3454504490578585,-0.5,0.0,109,5,1,1
0.34008080514146294,0.0,0.14285714285714285,0.0012953367875647669,0.5365853658536586,-0.009308229268607587,-0.8609865470852018,0.0,-0.024470290378630015,0.09018218034241611,0.0,0.0,109,5,1,0
-0.41757908988948617,-0.5714285714285714,-0.5714285714285714,-0.422279792746114,-0.22721437740693196,27.71067620876449,0.0,-1.1300448430493273,72.57276858481985,-0.06391741967644524,0.3333333333333333,0.5,3,0,2,1
-0.4175852593982827,-0.5714285714285714,-0.5714285714285714,-0.4430051813471503,-0.22721437740693196,83.16351390677588,0.0,-1.1300448430493273,182.9309390725842,-0.06391741967644524,-0.5,0.5,115,0,2,1
-0.4175852593982827,-0.5714285714285714,-0.5714285714285714,-0.422279792746114,-0.22721437740693196,83.16351390677588,0.0,-1.1300448430493273,217.78087870590463,-0.06391741967644524,-0.16666666666666666,0.5,58,0,2,1
1.739211264289161,2.2857142857142856,-0.5714285714285714,1.189119170984456,-0.22721437740693196,-0.010865013370971247,0.0,-1.1300448430493273,-0.02311532607771204,-0.06391741967644524,-0.5,0.5,75,0,2,1
0.6617785305721012,0.0,-0.14285714285714285,-0.1411917098445596,-0.055198973042362,-0.012176845949629566,0.0,0.0,-0.027735314589796348,-0.041293356915431616,0.16666666666666666,0.0,109,0,1,0
-0.3515324417193496,-0.2857142857142857,0.0,-0.344559585492228,1.011553273427471,0.03475455527017806,-1.0,-1.0,-0.004131456166600461,2.7235492043792524,-0.3333333333333333,-0.5,109,4,1,0
-0.41758320289535056,-0.5714285714285714,-0.5714285714285714,-0.47797927461139894,-0.22721437740693196,49.89181432733918,0.0,-1.1300448430493273,74.46047484625835,-0.06391741967644524,5.0,0.5,115,2,2,1
-0.4175821746438844,-0.5714285714285714,-0.5714285714285714,-0.49352331606217614,-0.22721437740693196,41.57388563950578,0.0,-1.1300448430493273,48.97644685120395,-0.06391741967644524,2.0,2.5,109,0,3,0
-0.19685051717192803,0.0,-0.14285714285714285,0.0,-0.055198973042362,0.0016934791506818191,0.0,0.0,-0.007943266051764082,0.04671003445882516,-0.5,0.0,109,0,1,1
-0.41757703338655394,-0.5714285714285714,-0.5714285714285714,-0.47797927461139894,-0.22721437740693196,22.669509764616308,0.0,-1.1300448430493273,33.828602064102725,-0.06391741967644524,1.1666666666666667,0.5,115,2,2,1
-0.4175801181409522,-0.5714285714285714,-0.5714285714285714,-0.46243523316062174,-0.22721437740693196,31.176479739277372,0.0,-1.1300448430493273,56.32761109758038,-0.06391741967644524,-0.5,0.5,115,10,2,1
-0.41660944875695965,-0.5714285714285714,-0.42857142857142855,-0.4572538860103627,-0.11296534017971759,0.7706159152505508,-1.0,-1.0,0.46976977971335,9.847719520593017,0.0,-0.5,115,2,0,0
-0.4175821746438844,-0.5714285714285714,-0.5714285714285714,-0.47797927461139894,-0.22721437740693196,41.57388563950578,0.0,-1.1300448430493273,62.045180748064425,-0.06391741967644524,3.8333333333333335,0.5,115,2,2,1
-0.06782757970941103,0.0,-0.14285714285714285,-0.06217616580310881,-0.055198973042362,-0.0047385205383561795,0.0,0.0,-0.018207603741553502,0.00590076927569408,0.16666666666666666,0.0,109,0,1,1
-0.4175801181409522,-0.5714285714285714,-0.5714285714285714,-0.422279792746114,-0.22721437740693196,31.176479739277372,0.0,-1.1300448430493273,81.64827669258115,-0.06391741967644524,0.8333333333333334,0.5,116,0,2,1
